service_id,rank,last_name,first_name,patronymic,full_name,gender,position_index,position_title,subdivision,position_assigned_date,arrived_from,enrollment_date,enrollment_order_date,enrollment_order_number,appointment_order_date,appointment_order_issuer,appointment_order_number,rank_order_date,rank_order_issuer,rank_order_number,service_type,contract_start_date,contract_end_date,conscription_period,rnokpp,id_document_type,id_document_series,id_document_number,birth_date,birth_place,service_entry_date,service_entry_authority,education,relatives_info,additional_info,phone
UNIT-0146,сержант,Шиян,Єлисавета,Васильівна,Шиян Єлисавета Васильівна,жіноча,02-038,заступник командира взводу,2-га механізована рота,2025-11-26,121 окрема бригада ТрО,2024-04-13,2024-04-15,№846,2025-11-27,командир батальйону,№586,2024-04-29,начальник штабу батальйону,№123,військова служба за мобілізацією,,,на весь період мобілізації,3764520881,Паспорт громадянина України (ID-картка),,136730371,2006-01-21,хутір Пустомити,2024-04-10,Київський РТЦК та СП Полтавської області,базова вища,неодружений(а),,+380 35 031-36-50
UNIT-0147,рядовий,Джус,Симон,Гордійович,Джус Симон Гордійович,чоловіча,03-054,санітар-інструктор,3-тя механізована рота,2024-11-06,новобранець (мобілізація),2023-03-03,2023-03-06,№378,2024-11-08,командир бригади,№299,2026-07-09,начальник штабу батальйону,№758,військова служба за контрактом,2023-03-02,2026-03-02,,5132719500,Паспорт громадянина України (книжечка),ТП,300979,1981-02-21,село Сіверськ,2023-03-02,Київський РТЦК та СП Полтавської області,повна загальна середня,дружина/чоловік — Максим,має посвідчення водія категорії C,273 58 57
UNIT-0148,старший сержант,Єсипенко,Аврелій,Русланович,Єсипенко Аврелій Русланович,чоловіча,00-008,командир відділення,Управління батальйону,2026-02-14,новобранець (мобілізація),2025-05-12,2025-05-15,№974,2026-02-14,начальник штабу батальйону,№2,2025-08-24,командувач Сухопутних військ ЗСУ,№870,військова служба за мобілізацією,,,на весь період мобілізації,3928557498,Паспорт громадянина України (книжечка),ЯЧ,407784,2003-12-12,місто Новий Калинів,2025-05-12,Соборний РТЦК та СП м. Дніпра,повна загальна середня,"дружина/чоловік — Данна, діти — 1",має досвід роботи з БПЛА,+380 44 857 08 62
UNIT-0149,рядовий,Андрійович,Розалія,Стефанівна,Андрійович Розалія Стефанівна,жіноча,03-055,сапер,3-тя механізована рота,2025-07-18,запас (повторний призов),2024-03-07,2024-03-07,№87,2025-07-19,командир батальйону,№518,2024-06-12,командир бригади,№653,військова служба за контрактом,2024-03-06,2029-03-06,,9456511810,Паспорт громадянина України (книжечка),МП,863878,1981-01-30,село Шепетівка,2024-03-06,Приморський РТЦК та СП м. Одеси,повна загальна середня,дружина/чоловік — Амалія,,017 310-96-78
UNIT-0150,рядовий,Колісниченко,Альберт,Іванович,Колісниченко Альберт Іванович,чоловіча,02-039,санітар-інструктор,2-га механізована рота,2024-05-10,переведення з іншої військової частини,2024-01-21,2024-01-23,№112,2024-05-12,командир бригади,№109,2024-01-30,командир бригади,№461,військова служба за мобілізацією,,,на весь період мобілізації,5094801413,Паспорт громадянина України (книжечка),ЖД,371705,1998-11-25,місто Сновськ,2024-01-10,Приморський РТЦК та СП м. Одеси,професійно-технічна,неодружений(а),,086 338-39-28
UNIT-0151,старший солдат,Фаренюк,Роман,Орхипович,Фаренюк Роман Орхипович,чоловіча,04-007,оператор БПЛА,Взвод забезпечення,2026-03-07,запас (повторний призов),2025-03-16,2025-03-16,№714,2026-03-07,командир батальйону,№221,2026-02-06,начальник штабу батальйону,№152,військова служба за мобілізацією,,,на весь період мобілізації,5585566593,Паспорт громадянина України (ID-картка),,122868528,2000-09-28,хутір Татарбунари,2025-03-12,Шевченківський РТЦК та СП м. Києва,вища,дружина/чоловік — Ліза,,+380 77 600-49-08
UNIT-0152,підполковник,Ґереґа,Феофан,Данилович,Ґереґа Феофан Данилович,чоловіча,01-043,командир взводу,1-ша механізована рота,2024-10-10,Навчальний центр «Десна»,2022-03-22,2022-03-25,№125,2024-10-14,командир батальйону,№64,2024-02-03,командир бригади,№134,військова служба за контрактом,2022-03-16,2023-03-16,,1075224593,Паспорт громадянина України (книжечка),ГЮ,350488,1981-02-14,селище Фастів,2022-03-16,Личаківський РТЦК та СП м. Львова,вища,"дружина/чоловік — Гліб, діти — 3",,969 31 57
UNIT-0153,лейтенант,Дубенко,Леонід,Юхимович,Дубенко Леонід Юхимович,чоловіча,03-056,командир взводу,3-тя механізована рота,2025-06-28,121 окрема бригада ТрО,2022-12-17,2022-12-17,№126,2025-06-29,командир батальйону,№965,2025-09-09,командувач Сухопутних військ ЗСУ,№52,базова військова служба,,,12 місяців,5661390604,Паспорт громадянина України (книжечка),ДВ,409610,1993-05-08,селище Новогродівка,2022-12-17,Личаківський РТЦК та СП м. Львова,вища,"дружина/чоловік — Миколай, діти — 1",,058 320 67 99
UNIT-0154,рядовий,Гоголь-Яновський,Арсен,Віталійович,Гоголь-Яновський Арсен Віталійович,чоловіча,01-044,водій,1-ша механізована рота,2026-03-02,новобранець (мобілізація),2025-11-10,2025-11-11,№629,2026-03-04,командир бригади,№663,2026-03-29,начальник штабу батальйону,№511,військова служба за мобілізацією,,,на весь період мобілізації,1686227837,Паспорт громадянина України (ID-картка),,225179086,1988-06-17,село Одеса,2025-10-27,Приморський РТЦК та СП м. Одеси,вища,"дружина/чоловік — Лариса, діти — 1",,014 659-11-66
UNIT-0155,молодший лейтенант,Сацюк,Дмитро,Васильович,Сацюк Дмитро Васильович,чоловіча,03-057,командир батальйону,3-тя механізована рота,2025-08-13,121 окрема бригада ТрО,2024-11-19,2024-11-19,№935,2025-08-16,начальник штабу батальйону,№398,2026-02-20,начальник штабу батальйону,№185,військова служба за контрактом,2024-11-16,2027-11-16,,7033521103,Паспорт громадянина України (книжечка),ЮР,042597,1980-07-08,селище Андрушівка,2024-11-16,Шевченківський РТЦК та СП м. Києва,професійно-технічна,неодружений(а),володіє англійською мовою (розмовний рівень),+380 14 770-53-83
UNIT-0156,рядовий,Забара,Марко,Миронович,Забара Марко Миронович,чоловіча,02-040,оператор БПЛА,2-га механізована рота,2026-06-04,новобранець (мобілізація),2024-05-15,2024-05-17,№254,2026-06-08,командир бригади,№273,2024-12-12,командир батальйону,№783,базова військова служба,,,12 місяців,9407016451,Паспорт громадянина України (ID-картка),,069804204,1984-04-02,селище Чуднів,2024-05-07,Личаківський РТЦК та СП м. Львова,базова вища,дружина/чоловік — Соломія,,068 157-98-12
UNIT-0157,старший сержант,Жарко,Леопольд,Леопольдович,Жарко Леопольд Леопольдович,чоловіча,01-045,старшина роти,1-ша механізована рота,2022-07-06,переведення з іншої військової частини,2022-05-06,2022-05-06,№972,2022-07-11,командир бригади,№857,2023-05-20,командувач Сухопутних військ ЗСУ,№556,військова служба за контрактом,2022-05-01,2027-05-01,,4384046084,Паспорт громадянина України (ID-картка),,845762055,1994-10-11,село Кадіївка,2022-05-01,Соборний РТЦК та СП м. Дніпра,повна загальна середня,неодружений(а),,+380 (21) 689-36-39
UNIT-0158,рядовий,Дашенко,Єлисей,Давидович,Дашенко Єлисей Давидович,чоловіча,00-009,оператор БПЛА,Управління батальйону,2025-11-26,121 окрема бригада ТрО,2024-12-13,2024-12-15,№61,2025-11-30,командир батальйону,№152,2026-02-07,командир бригади,№793,військова служба за мобілізацією,,,на весь період мобілізації,4826292518,Паспорт громадянина України (книжечка),ЧЕ,232983,1979-12-29,село Івано-Франківськ,2024-12-13,Шевченківський РТЦК та СП м. Києва,вища,"дружина/чоловік — Тарас, діти — 1",має посвідчення водія категорії C,005 664 74 23
UNIT-0159,молодший сержант,Гавриленко,Богуслав,Варфоломійович,Гавриленко Богуслав Варфоломійович,чоловіча,02-041,заступник командира взводу,2-га механізована рота,2025-08-16,Навчальний центр Сухопутних військ,2022-05-20,2022-05-22,№811,2025-08-17,командувач Сухопутних військ ЗСУ,№665,2026-07-25,начальник штабу батальйону,№179,базова військова служба,,,12 місяців,0517289752,Паспорт громадянина України (ID-картка),,994999393,1986-04-23,хутір Маріуполь,2022-05-16,Київський РТЦК та СП Полтавської області,базова вища,дружина/чоловік — Болеслав,,033 060 46 33
UNIT-0160,рядовий,Забашта,Андрій,Валерійович,Забашта Андрій Валерійович,чоловіча,01-046,сапер,1-ша механізована рота,2026-07-18,переведення з іншої військової частини,2025-11-21,2025-11-22,№401,2026-07-23,командир батальйону,№187,2026-05-28,начальник штабу батальйону,№944,військова служба за мобілізацією,,,на весь період мобілізації,9998808177,Паспорт громадянина України (ID-картка),,573660965,1997-06-01,село Нікополь,2025-11-19,Київський РТЦК та СП Полтавської області,повна загальна середня,дружина/чоловік — Максим,,+380 (08) 680-34-76
UNIT-0161,рядовий,Нестайко,Семен,Юхимович,Нестайко Семен Юхимович,чоловіча,03-058,зв'язківець,3-тя механізована рота,2025-07-26,Навчальний центр Сухопутних військ,2024-08-02,2024-08-02,№12,2025-07-31,начальник штабу батальйону,№215,2024-12-07,командир бригади,№710,військова служба за контрактом,2024-07-31,2029-07-31,,1298266570,Паспорт громадянина України (ID-картка),,649082771,2004-08-30,хутір Перемишляни,2024-07-31,Шевченківський РТЦК та СП м. Києва,професійно-технічна,дружина/чоловік — Франц,,071 452-11-17
UNIT-0162,капітан,Саєнко,Аркадій,Мирославович,Саєнко Аркадій Мирославович,чоловіча,04-008,заступник командира батальйону,Взвод забезпечення,2026-07-10,переведення з іншої військової частини,2025-06-08,2025-06-11,№667,2026-07-12,командир бригади,№167,2025-10-03,командувач Сухопутних військ ЗСУ,№76,військова служба за мобілізацією,,,на весь період мобілізації,2220644742,Паспорт громадянина України (книжечка),РЮ,686025,1980-10-22,село Голубівка,2025-06-01,Шевченківський РТЦК та СП м. Києва,професійно-технічна,дружина/чоловік — Аарон,,+380 07 778-09-73
UNIT-0163,рядовий,Захаренко,Михайло,Пилипович,Захаренко Михайло Пилипович,чоловіча,02-042,кулеметник,2-га механізована рота,2026-06-16,запас (повторний призов),2026-03-20,2026-03-20,№32,2026-06-18,командувач Сухопутних військ ЗСУ,№966,2026-05-30,командир бригади,№622,військова служба за контрактом,2026-03-12,2031-03-12,,0220502099,Паспорт громадянина України (ID-картка),,719903849,1984-09-21,селище Богодухів,2026-03-12,Приморський РТЦК та СП м. Одеси,повна загальна середня,неодружений(а),,162-24-99
UNIT-0164,сержант,Доценко,Костянтин,Степанович,Доценко Костянтин Степанович,чоловіча,03-059,старшина роти,3-тя механізована рота,2025-04-29,переведення з іншої військової частини,2025-04-02,2025-04-04,№563,2025-05-04,командувач Сухопутних військ ЗСУ,№158,2025-05-30,командир батальйону,№370,військова служба за мобілізацією,,,на весь період мобілізації,4721458683,Паспорт громадянина України (книжечка),БН,455616,1975-01-05,місто Броди,2025-03-19,Шевченківський РТЦК та СП м. Києва,професійно-технічна,неодружений(а),,794 69 54
UNIT-0165,рядовий,Рубець,Яків,Богуславович,Рубець Яків Богуславович,чоловіча,01-047,стрілець,1-ша механізована рота,2026-07-08,Навчальний центр Сухопутних військ,2026-05-19,2026-05-20,№483,2026-07-13,командувач Сухопутних військ ЗСУ,№917,2026-07-25,начальник штабу батальйону,№94,військова служба за мобілізацією,,,на весь період мобілізації,0107139660,Паспорт громадянина України (книжечка),ГК,772934,1983-10-07,селище Овруч,2026-05-16,Київський РТЦК та СП Полтавської області,професійно-технічна,дружина/чоловік — Ірена,,344-14-48
UNIT-0166,старший солдат,Павленко,Святослав,Ааронович,Павленко Святослав Ааронович,чоловіча,03-060,водій,3-тя механізована рота,2026-01-25,запас (повторний призов),2023-02-25,2023-02-27,№100,2026-01-29,командир батальйону,№685,2024-07-13,начальник штабу батальйону,№828,військова служба за мобілізацією,,,на весь період мобілізації,7027278576,Паспорт громадянина України (ID-картка),,569902355,2003-03-14,селище Олександрівськ,2023-02-12,Київський РТЦК та СП Полтавської області,професійно-технічна,дружина/чоловік — Маруся,проходить строкову медичну комісію,395-51-24
UNIT-0167,старший солдат,Архимович,Демʼян,Ігорович,Архимович Демʼян Ігорович,чоловіча,02-043,снайпер,2-га механізована рота,2026-01-05,новобранець (мобілізація),2023-08-03,2023-08-06,№515,2026-01-09,командир бригади,№124,2026-02-18,командувач Сухопутних військ ЗСУ,№178,військова служба за контрактом,2023-07-24,2026-07-24,,4617357438,Паспорт громадянина України (книжечка),НЧ,629145,1972-09-30,село Бунге,2023-07-24,Личаківський РТЦК та СП м. Львова,вища,"дружина/чоловік — Святослава, діти — 1",,317-80-78
UNIT-0168,рядовий,Дашкевич,Василь,Захарович,Дашкевич Василь Захарович,чоловіча,02-044,навідник,2-га механізована рота,2026-07-29,новобранець (мобілізація),2026-04-19,2026-04-21,№90,2026-07-31,командувач Сухопутних військ ЗСУ,№570,2026-06-05,командувач Сухопутних військ ЗСУ,№566,базова військова служба,,,12 місяців,1040915701,Паспорт громадянина України (ID-картка),,521823076,2006-02-20,місто Охтирка,2026-04-06,Соборний РТЦК та СП м. Дніпра,вища,дружина/чоловік — Руслан,має посвідчення водія категорії C,+380 35 334-48-57
UNIT-0169,старший солдат,Гайдамака,Георгій,Бориславович,Гайдамака Георгій Бориславович,чоловіча,03-061,санітар-інструктор,3-тя механізована рота,2024-08-27,новобранець (мобілізація),2023-06-29,2023-07-02,№948,2024-08-28,командир батальйону,№577,2023-12-22,командир батальйону,№805,військова служба за мобілізацією,,,на весь період мобілізації,4249321495,Паспорт громадянина України (ID-картка),,098813858,1992-04-07,місто Васильків,2023-06-28,Соборний РТЦК та СП м. Дніпра,вища,"дружина/чоловік — Адам, діти — 1",,+380 01 601 66 29
UNIT-0170,молодший сержант,Червоненко,Олег,Зорянович,Червоненко Олег Зорянович,чоловіча,02-045,командир відділення,2-га механізована рота,2025-07-08,запас (повторний призов),2024-10-23,2024-10-25,№412,2025-07-11,командир батальйону,№406,2026-07-17,начальник штабу батальйону,№708,військова служба за мобілізацією,,,на весь період мобілізації,4773329456,Паспорт громадянина України (ID-картка),,381792171,2001-08-06,селище Тростянець,2024-10-21,Личаківський РТЦК та СП м. Львова,повна загальна середня,"дружина/чоловік — Михайлина, діти — 1",,+380 70 171 57 72
UNIT-0171,рядовий,Мазур,Святослав,Зиновійович,Мазур Святослав Зиновійович,чоловіча,01-048,сапер,1-ша механізована рота,2025-06-05,121 окрема бригада ТрО,2023-04-08,2023-04-11,№276,2025-06-10,командувач Сухопутних військ ЗСУ,№620,2023-09-01,командир батальйону,№193,військова служба за контрактом,2023-03-26,2024-03-26,,6963938276,Паспорт громадянина України (книжечка),ШП,615814,2001-12-18,селище Городенка,2023-03-26,Приморський РТЦК та СП м. Одеси,повна загальна середня,"дружина/чоловік — Станіслав, діти — 2",проходить строкову медичну комісію,+380 (69) 583-21-97
UNIT-0172,старший солдат,Гайда,Михайло,Опанасович,Гайда Михайло Опанасович,чоловіча,01-049,навідник,1-ша механізована рота,2026-04-06,новобранець (мобілізація),2026-02-02,2026-02-04,№178,2026-04-11,командир бригади,№897,2026-05-19,командир бригади,№858,військова служба за мобілізацією,,,на весь період мобілізації,9657013290,Паспорт громадянина України (книжечка),СУ,172461,1977-12-29,село Луганськ,2026-02-01,Шевченківський РТЦК та СП м. Києва,повна загальна середня,"дружина/чоловік — Максим, діти — 3",,+380 69 973-35-49
UNIT-0173,старший солдат,Нестайко,Юхим,Костянтинович,Нестайко Юхим Костянтинович,чоловіча,04-009,санітар-інструктор,Взвод забезпечення,2025-04-17,Навчальний центр «Десна»,2025-02-07,2025-02-07,№984,2025-04-22,командувач Сухопутних військ ЗСУ,№601,2026-04-25,начальник штабу батальйону,№353,військова служба за мобілізацією,,,на весь період мобілізації,5800851403,Паспорт громадянина України (книжечка),ФП,098624,1974-11-04,хутір Попасна,2025-01-28,Личаківський РТЦК та СП м. Львова,вища,неодружений(а),проходить строкову медичну комісію,+380 66 668-32-72
UNIT-0174,рядовий,Єресько,Микита,Едуардович,Єресько Микита Едуардович,чоловіча,01-050,стрілець,1-ша механізована рота,2026-02-08,переведення з іншої військової частини,2025-03-21,2025-03-22,№21,2026-02-09,командир батальйону,№486,2025-07-16,командир бригади,№663,військова служба за контрактом,2025-03-19,2030-03-19,,7621267969,Паспорт громадянина України (книжечка),ХО,422010,1980-05-24,хутір Мукачево,2025-03-19,Личаківський РТЦК та СП м. Львова,базова вища,неодружений(а),,+380 (87) 653-26-90
UNIT-0175,рядовий,Абрагамовський,Теодор,Соломонович,Абрагамовський Теодор Соломонович,чоловіча,02-046,сапер,2-га механізована рота,2026-04-24,переведення з іншої військової частини,2024-03-06,2024-03-09,№845,2026-04-26,командувач Сухопутних військ ЗСУ,№599,2025-04-22,командир батальйону,№8,військова служба за мобілізацією,,,на весь період мобілізації,5197128478,Паспорт громадянина України (книжечка),КЦ,689500,2003-06-25,місто Донецьк,2024-02-29,Київський РТЦК та СП Полтавської області,вища,"дружина/чоловік — Лесь, діти — 2",,894 90 58
UNIT-0176,рядовий,Александренко,Лесь,Леопольдович,Александренко Лесь Леопольдович,чоловіча,02-047,кулеметник,2-га механізована рота,2026-07-23,121 окрема бригада ТрО,2026-07-12,2026-07-12,№268,2026-07-25,начальник штабу батальйону,№193,2026-07-21,командир бригади,№530,базова військова служба,,,12 місяців,0792904904,Паспорт громадянина України (ID-картка),,654420949,1988-04-26,місто Вараш,2026-07-05,Личаківський РТЦК та СП м. Львова,вища,"дружина/чоловік — Леопольд, діти — 2",,442 94 44
UNIT-0177,рядовий,Алексюк,Прохір,Богданович,Алексюк Прохір Богданович,чоловіча,02-048,стрілець,2-га механізована рота,2026-03-06,новобранець (мобілізація),2023-08-30,2023-09-02,№598,2026-03-08,командир бригади,№352,2024-04-10,командир бригади,№703,військова служба за мобілізацією,,,на весь період мобілізації,8051292766,Паспорт громадянина України (книжечка),НШ,752437,1982-11-25,хутір Сновськ,2023-08-20,Київський РТЦК та СП Полтавської області,базова вища,"дружина/чоловік — Олесь, діти — 1",,039 504 10 27
UNIT-0178,старшина,Тимченко,Лесь,Данилович,Тимченко Лесь Данилович,чоловіча,03-062,старшина роти,3-тя механізована рота,2026-06-27,запас (повторний призов),2026-03-16,2026-03-18,№828,2026-06-27,командир бригади,№970,2026-04-28,начальник штабу батальйону,№671,військова служба за мобілізацією,,,на весь період мобілізації,6580185694,Паспорт громадянина України (ID-картка),,667428604,2001-02-19,селище Жашків,2026-03-14,Шевченківський РТЦК та СП м. Києва,повна загальна середня,неодружений(а),проходить строкову медичну комісію,496 73 93
UNIT-0179,молодший лейтенант,Приймак,Остап,Русланович,Приймак Остап Русланович,чоловіча,01-051,начальник штабу батальйону,1-ша механізована рота,2025-01-07,переведення з іншої військової частини,2023-09-09,2023-09-11,№967,2025-01-10,командир батальйону,№484,2026-01-02,командир бригади,№513,військова служба за контрактом,2023-09-05,2026-09-05,,1753443009,Паспорт громадянина України (книжечка),ХУ,001061,2006-05-04,місто Перещепине,2023-09-05,Шевченківський РТЦК та СП м. Києва,вища,дружина/чоловік — Ірена,проходить строкову медичну комісію,119 26 92
UNIT-0180,підполковник,Гаврилюк,Павло,Варфоломійович,Гаврилюк Павло Варфоломійович,чоловіча,03-063,начальник штабу батальйону,3-тя механізована рота,2025-07-28,новобранець (мобілізація),2024-04-27,2024-04-30,№500,2025-07-29,начальник штабу батальйону,№647,2026-04-16,командир бригади,№321,військова служба за мобілізацією,,,на весь період мобілізації,6650442717,Паспорт громадянина України (ID-картка),,174654214,1974-11-03,хутір Гайворон,2024-04-21,Шевченківський РТЦК та СП м. Києва,повна загальна середня,неодружений(а),має посвідчення водія категорії C,+380 12 863 91 74
UNIT-0181,старший сержант,Власюк,Азар,Антонович,Власюк Азар Антонович,чоловіча,02-049,заступник командира взводу,2-га механізована рота,2025-03-17,Навчальний центр Сухопутних військ,2022-10-12,2022-10-12,№5,2025-03-18,командир батальйону,№547,2025-11-03,командир бригади,№749,військова служба за контрактом,2022-09-30,2027-09-30,,6425690877,Паспорт громадянина України (книжечка),ОР,470720,1973-03-03,хутір Часів Яр,2022-09-30,Соборний РТЦК та СП м. Дніпра,вища,"дружина/чоловік — Пилип, діти — 2",,830 67 19
UNIT-0182,молодший сержант,Рябошапка,Демид,Ростиславович,Рябошапка Демид Ростиславович,чоловіча,02-050,командир відділення,2-га механізована рота,2025-08-01,Навчальний центр «Десна»,2024-09-24,2024-09-26,№67,2025-08-03,командир батальйону,№306,2024-11-02,начальник штабу батальйону,№467,військова служба за мобілізацією,,,на весь період мобілізації,3280634615,Паспорт громадянина України (книжечка),УК,158517,1990-04-29,місто Южне,2024-09-21,Київський РТЦК та СП Полтавської області,базова вища,дружина/чоловік — Олександр,,+380 32 030 93 76
UNIT-0183,рядовий,Батуринець,Марʼяна,Кирилівна,Батуринець Марʼяна Кирилівна,жіноча,02-051,водій,2-га механізована рота,2025-12-28,Навчальний центр «Десна»,2025-12-22,2025-12-25,№217,2025-12-28,командир батальйону,№604,2026-01-03,командир бригади,№127,військова служба за мобілізацією,,,на весь період мобілізації,9310270790,Паспорт громадянина України (ID-картка),,505061387,1980-09-24,село Андрушівка,2025-12-20,Соборний РТЦК та СП м. Дніпра,вища,"дружина/чоловік — Єва, діти — 3",,417-92-91
UNIT-0184,рядовий,Габелко,Богдан,Мартинович,Габелко Богдан Мартинович,чоловіча,02-052,стрілець,2-га механізована рота,2024-04-27,Навчальний центр Сухопутних військ,2024-01-20,2024-01-20,№455,2024-05-02,командувач Сухопутних військ ЗСУ,№127,2024-11-19,начальник штабу батальйону,№486,військова служба за контрактом,2024-01-10,2025-01-10,,0925114262,Паспорт громадянина України (ID-картка),,656519825,1985-02-07,село Лебедин,2024-01-10,Личаківський РТЦК та СП м. Львова,повна загальна середня,"дружина/чоловік — Лариса, діти — 1",,219-62-07
UNIT-0185,рядовий,Ватаманюк,Аарон,Ааронович,Ватаманюк Аарон Ааронович,чоловіча,02-053,навідник,2-га механізована рота,2024-01-26,Навчальний центр Сухопутних військ,2023-09-10,2023-09-10,№204,2024-01-30,командир бригади,№797,2026-06-12,начальник штабу батальйону,№852,військова служба за контрактом,2023-09-04,2024-09-04,,4876329092,Паспорт громадянина України (книжечка),ЮГ,946723,1980-05-01,місто Почаїв,2023-09-04,Київський РТЦК та СП Полтавської області,вища,дружина/чоловік — Марта,,+380 60 833-18-19
UNIT-0186,рядовий,Сагаль,Трохим,Тарасович,Сагаль Трохим Тарасович,чоловіча,02-054,оператор БПЛА,2-га механізована рота,2026-07-04,переведення з іншої військової частини,2026-06-24,2026-06-25,№686,2026-07-04,командувач Сухопутних військ ЗСУ,№153,2026-07-11,командир батальйону,№799,військова служба за мобілізацією,,,на весь період мобілізації,7220054364,Паспорт громадянина України (книжечка),ГЯ,340312,2002-11-17,хутір Белз,2026-06-19,Київський РТЦК та СП Полтавської області,повна загальна середня,"дружина/чоловік — Орхип, діти — 3",,822-07-81
UNIT-0187,рядовий,Безбородько,Клавдія,Семенівна,Безбородько Клавдія Семенівна,жіноча,03-064,оператор БПЛА,3-тя механізована рота,2026-07-25,Навчальний центр Сухопутних військ,2025-12-07,2025-12-07,№757,2026-07-26,командир батальйону,№98,2026-07-20,командир батальйону,№10,військова служба за контрактом,2025-12-07,2028-12-07,,3136363179,Паспорт громадянина України (книжечка),ЦЛ,563531,1992-10-15,місто Яворів,2025-12-07,Личаківський РТЦК та СП м. Львова,базова вища,неодружений(а),,+380 (23) 972-65-27
UNIT-0188,молодший сержант,Єфименко,Олександр,Зорянович,Єфименко Олександр Зорянович,чоловіча,01-052,старшина роти,1-ша механізована рота,2025-04-21,Навчальний центр Сухопутних військ,2024-06-11,2024-06-13,№707,2025-04-23,командувач Сухопутних військ ЗСУ,№820,2025-11-13,командувач Сухопутних військ ЗСУ,№665,військова служба за мобілізацією,,,на весь період мобілізації,7762534929,Паспорт громадянина України (книжечка),ПИ,209042,1978-02-26,село Богодухів,2024-06-10,Личаківський РТЦК та СП м. Львова,повна загальна середня,дружина/чоловік — Оксана,,+380 39 774 06 33
UNIT-0189,старший солдат,Панчук,Ольга,Несторівна,Панчук Ольга Несторівна,жіноча,01-053,оператор БПЛА,1-ша механізована рота,2026-07-24,запас (повторний призов),2024-01-17,2024-01-20,№997,2026-07-26,командир бригади,№495,2024-09-02,командувач Сухопутних військ ЗСУ,№116,військова служба за контрактом,2024-01-15,2029-01-15,,7177318063,Паспорт громадянина України (ID-картка),,906007806,1997-06-05,селище Здолбунів,2024-01-15,Приморський РТЦК та СП м. Одеси,професійно-технічна,неодружений(а),,010 742-79-90
UNIT-0190,старшина,Чумаченко,Левко,Теодорович,Чумаченко Левко Теодорович,чоловіча,01-054,старшина роти,1-ша механізована рота,2026-05-08,новобранець (мобілізація),2023-05-12,2023-05-13,№444,2026-05-13,командир бригади,№494,2025-01-18,начальник штабу батальйону,№680,військова служба за контрактом,2023-04-30,2028-04-30,,8046498931,Паспорт громадянина України (книжечка),ЧФ,257016,1993-04-01,місто Нетішин,2023-04-30,Приморський РТЦК та СП м. Одеси,повна загальна середня,"дружина/чоловік — Юстим, діти — 2",,+380 01 657-90-55
UNIT-0191,рядовий,Дзиндра,Омелян,Олегович,Дзиндра Омелян Олегович,чоловіча,02-055,оператор БПЛА,2-га механізована рота,2025-02-20,121 окрема бригада ТрО,2022-10-03,2022-10-06,№52,2025-02-21,командир бригади,№564,2025-09-25,командувач Сухопутних військ ЗСУ,№413,військова служба за мобілізацією,,,на весь період мобілізації,9335548640,Паспорт громадянина України (книжечка),ЗЛ,325381,2003-02-27,селище Калуш,2022-09-20,Личаківський РТЦК та СП м. Львова,повна загальна середня,дружина/чоловік — Климент,проходить строкову медичну комісію,+380 88 178 84 79
UNIT-0192,рядовий,Свириденко,Соломон,Романович,Свириденко Соломон Романович,чоловіча,02-056,оператор БПЛА,2-га механізована рота,2023-07-15,новобранець (мобілізація),2022-09-26,2022-09-26,№811,2023-07-15,начальник штабу батальйону,№912,2026-07-01,командир бригади,№671,військова служба за мобілізацією,,,на весь період мобілізації,1241272380,Паспорт громадянина України (книжечка),ТА,711624,1975-10-31,хутір Сватове,2022-09-15,Приморський РТЦК та СП м. Одеси,вища,дружина/чоловік — Віра,проходить строкову медичну комісію,+380 56 704 31 03
UNIT-0193,старший сержант,Пилипенко,Едуард,Олесьович,Пилипенко Едуард Олесьович,чоловіча,03-065,старшина роти,3-тя механізована рота,2026-06-24,новобранець (мобілізація),2025-01-31,2025-02-02,№350,2026-06-29,начальник штабу батальйону,№850,2026-06-09,начальник штабу батальйону,№561,військова служба за мобілізацією,,,на весь період мобілізації,4924243754,Паспорт громадянина України (книжечка),ЦЗ,579887,2001-10-05,село Кам'янка-Бузька,2025-01-24,Київський РТЦК та СП Полтавської області,професійно-технічна,неодружений(а),володіє англійською мовою (розмовний рівень),+380 72 928-42-22
UNIT-0194,старший сержант,Демиденко,Володимир,Богданович,Демиденко Володимир Богданович,чоловіча,02-057,старшина роти,2-га механізована рота,2023-11-15,Навчальний центр «Десна»,2022-07-12,2022-07-15,№469,2023-11-15,командир бригади,№734,2024-12-09,начальник штабу батальйону,№111,військова служба за мобілізацією,,,на весь період мобілізації,5525782841,Паспорт громадянина України (книжечка),ГН,274523,1972-12-15,хутір Монастириська,2022-07-01,Приморський РТЦК та СП м. Одеси,повна загальна середня,дружина/чоловік — Святослав,має посвідчення водія категорії C,075 208 85 47
UNIT-0195,сержант,Масоха,Ярослав,Стефанович,Масоха Ярослав Стефанович,чоловіча,02-058,старшина роти,2-га механізована рота,2025-10-22,переведення з іншої військової частини,2023-05-28,2023-05-31,№495,2025-10-22,командир бригади,№709,2026-06-30,командир бригади,№749,військова служба за мобілізацією,,,на весь період мобілізації,4069375150,Паспорт громадянина України (книжечка),ОЯ,751702,1978-07-19,село Тлумач,2023-05-26,Личаківський РТЦК та СП м. Львова,повна загальна середня,"дружина/чоловік — Ярема, діти — 1",,+380 30 187-18-63
